,Game Number,Qwen Color,Best Move,Best Move Score,Qwen Move,Qwen Move Score,Score Difference,Average Score Difference White
242,6,white,d5f4,-266.6,Nf4,-273.35,6.75,3.607
243,6,white,f4e6,-177.0,Nh5,-274.5,97.5,3.607
244,6,white,h4g5,-294.7,Ng7+,-456.15,161.45,3.607
245,6,white,h4h5,-632.3,Re5,-659.95,27.65000000000009,3.607
246,6,white,e5e6,-293.8,Rxe6+,-300.5,6.699999999999989,3.607
247,6,white,h4g5,-220.0,Re8+,-458.95,238.95,3.607
248,6,white,a1e1,-294.5,Re5,-373.25,78.75,3.607
249,6,white,b3c4,426.3,Re8,-49.9,476.2,3.607
250,6,white,a1e1,-508.1,Re5,-832.6,324.5,3.607
251,6,white,g1h2,-930.5,Kh2,-953.75,23.25,3.607
252,6,white,e5f5,-718.5,Re1,-811.7,93.20000000000005,3.607
253,6,white,e1a1,-570.6,Re3,-704.5,133.89999999999998,3.607
254,6,white,g2g4,-818.7,Re5,-846.15,27.449999999999932,3.607
255,6,white,e5a5,-696.4,Re3,-768.45,72.05000000000007,3.607
256,6,white,h4g5,-744.5,Re5,5411.45,-6155.95,3.607
257,6,white,e5f5,-726.1,Re3,-791.7,65.60000000000002,3.607
258,6,white,g2g4,-768.0,Re1,-834.45,66.45000000000005,3.607
259,6,white,h4g5,-882.2,h5,-952.75,70.54999999999995,3.607
260,6,white,h5g6,-875.3,f4,-905.0,29.700000000000045,3.607
261,6,white,h2g1,20007.4,h6,20005.2,2.2000000000007276,3.607
262,6,white,h2g1,20002.0,Kg1,20002.0,0.0,3.607
263,6,white,g1f2,20004.0,Kf2,20006.8,-2.7999999999992724,3.607
264,6,white,b3b4,20004.0,Kg1,20005.35,-1.3499999999985448,3.607
265,6,white,b3b4,20005.0,Kf2,20004.5,0.5,3.607
266,6,white,b3a4,20004.0,Kg1,20004.5,-0.5,3.607
267,7,white,e2e4,27.9,e4,28.2,-0.3000000000000007,417.757
268,7,white,g1f3,30.0,Nf3,32.35,-2.3500000000000014,417.757
269,7,white,d2d4,13.5,Ng5,-224.8,238.3,417.757
270,7,white,f1c4,32.4,Nh3,-69.55,101.95,417.757
271,7,white,e4f5,272.4,Ng5,22.45,249.95,417.757
272,7,white,h2h4,-20.9,Nf3,-31.25,10.35,417.757
273,7,white,c2c3,-39.9,g4,-203.3,163.4,417.757
274,7,white,f1g2,316.1,Bxg2,310.05,6.050000000000011,417.757
275,7,white,a2a3,372.9,Nxe5,183.15,189.74999999999997,417.757
276,7,white,d1d2,496.0,Ke2,362.35,133.64999999999998,417.757
277,7,white,e5c6,524.1,Nxd7,188.25,335.85,417.757
278,7,white,c1h6,358.2,Nxf8,341.0,17.19999999999999,417.757
279,7,white,d1d6,720.4,Nxe6,579.45,140.94999999999993,417.757
280,7,white,c1h6,615.9,h4,540.4,75.5,417.757
281,7,white,b1d2,580.3,Nd4,477.6,102.69999999999992,417.757
282,7,white,d4e6,782.4,Nxe6,782.5,-0.1000000000000227,417.757
283,7,white,c2d3,1005.1,Kxd3,988.45,16.649999999999977,417.757
284,7,white,e6d8,1194.3,Nd4,1086.65,107.64999999999986,417.757
285,7,white,c2c3,1117.2,Rh2,1035.85,81.35000000000014,417.757
286,7,white,c2c3,1071.8,h5,1022.3,49.5,417.757
287,7,white,c2c3,1157.5,Rh4,1068.7,88.79999999999995,417.757
288,7,white,d3e2,992.6,Ke2,995.5,-2.8999999999999773,417.757
289,7,white,c2d3,1192.7,Rh3,1116.95,75.75,417.757
290,7,white,f2e3,1173.8,Kf1,1124.2,49.59999999999991,417.757
291,7,white,c1d2,1178.2,Rh4,1140.6,37.600000000000136,417.757
292,7,white,d1e1,1134.3,Qxe1,1133.35,0.9500000000000456,417.757
293,7,white,e1e8,20000.0,Bh3,10570.6,9429.4,417.757
294,7,white,e1e8,20000.0,Qe8#,20000.0,0.0,417.757
295,8,white,e2e4,31.9,e4,28.35,3.549999999999997,-98.362
296,8,white,g1f3,35.1,Nf3,35.2,-0.1000000000000014,-98.362
297,8,white,f1b5,35.8,Nxe5,-129.3,165.10000000000002,-98.362
298,8,white,d2d4,-298.3,Nc3,-299.75,1.4499999999999886,-98.362
299,8,white,d2d4,-183.8,d3,-264.45,80.64999999999998,-98.362
300,8,white,d1d3,91.5,Qxd3,92.1,-0.5999999999999943,-98.362
301,8,white,e4e5,140.8,Qd2,69.75,71.05000000000001,-98.362
302,8,white,f2f4,14.6,Nd5,-46.0,60.6,-98.362
303,8,white,d2d4,-110.7,Nf4,-385.05,274.35,-98.362
304,8,white,d2e2,-104.5,Nh5,-360.05,255.55,-98.362
305,8,white,d2f4,533.0,Nxf4,105.6,427.4,-98.362
306,8,white,d2e3,590.7,Nh3,86.75,503.9500000000001,-98.362
307,8,white,d2d1,462.1,Ng5,-3.4,465.5,-98.362
308,8,white,d2e3,603.9,Nxe4,292.3,311.59999999999997,-98.362
309,8,white,e4f6,561.5,Ng3,533.15,28.350000000000023,-98.362
310,8,white,f1e2,567.3,Nh5,274.9,292.4,-98.362
311,8,white,d2e3,24.0,Qe2+,13.3,10.7,-98.362
312,8,white,c1e3,59.9,Qe8+,-464.55,524.45,-98.362
313,8,white,c1e3,-984.9,Kd2,6314.35,-7299.25,-98.362
314,8,white,d2e1,-669.5,Bxb5,-996.6,327.1,-98.362
315,8,white,b5f1,-768.1,Bd3,9616.95,-10385.05,-98.362
316,8,white,h1f1,-887.7,Bxf1,-824.65,-63.05000000000007,-98.362
317,8,white,f1b5,-556.8,Bxb5,-560.0,3.2000000000000455,-98.362
318,8,white,d2c3,-373.5,Bd3,-397.95,24.44999999999999,-98.362
319,8,white,h2g3,897.5,b3,173.7,723.8,-98.362
320,8,white,g2h3,685.8,Bf1,113.05,572.75,-98.362
321,8,white,g2h3,828.0,Ke2,82.3,745.7,-98.362
322,8,white,g2h3,801.3,Kd2,173.7,627.5999999999999,-98.362
323,8,white,g2h3,818.2,Rg1,207.75,610.45,-98.362
324,8,white,f2e3,846.6,Kxe3,844.95,1.6499999999999773,-98.362
325,8,white,c1a3,922.6,Kd4,879.85,42.75,-98.362
326,8,white,a1b1,1001.6,Kc3,934.05,67.55000000000007,-98.362
327,8,white,a1b1,971.6,Kd2,927.85,43.75,-98.362
328,8,white,a1b1,994.5,Ke3,937.8,56.700000000000045,-98.362
329,8,white,a1b1,950.0,g4,888.9,61.10000000000002,-98.362
330,8,white,a1b1,930.4,Rg3,862.6,67.79999999999995,-98.362
331,8,white,g4h5,994.3,Rh3,951.35,42.94999999999993,-98.362
332,8,white,a1b1,1048.1,Rxh5,1009.55,38.549999999999955,-98.362
333,8,white,h5d5,1023.3,Rxh7,940.7,82.59999999999991,-98.362
334,8,white,h7h5,1103.0,Rh8+,1026.45,76.54999999999995,-98.362
335,8,white,h8h5,1048.7,Rg8,984.2,64.5,-98.362
336,8,white,g8g7,829.5,Rh8,854.35,-24.850000000000023,-98.362
337,8,white,h8c8,1073.9,Rg8,953.15,120.75000000000011,-98.362
338,8,white,g8d8,909.8,Bd2,861.8,48.0,-98.362
339,8,white,f1h3,957.6,Rh8,911.2,46.39999999999998,-98.362
340,8,white,e3e2,909.1,Rh7,841.4,67.70000000000005,-98.362
341,8,white,h7g7,967.1,Rh8,930.55,36.55000000000007,-98.362
342,8,white,h8h7,1011.9,Rxh7,1013.7,-1.8000000000000682,-98.362
343,8,white,b3a4,1020.4,Rh8,1020.15,0.25,-98.362
344,8,white,h8h7,10575.7,Rg8,5796.9,4778.800000000001,-98.362
345,9,white,e2e4,31.0,e4,29.1,1.8999999999999984,-51.649
346,9,white,g1f3,33.3,Nf3,34.2,-0.9000000000000057,-51.649
347,9,white,f1b5,22.7,Nxe5,-138.3,161.0,-51.649
348,9,white,b1c3,-303.0,Nc3,-304.4,1.3999999999999773,-51.649
349,9,white,d1f3,265.4,Qxf3,264.55,0.8499999999999659,-51.649
350,9,white,f1c4,371.3,Qxf7+,-111.55,482.85,-51.649
351,9,white,f1c4,-586.6,Nd5,-620.25,33.64999999999998,-51.649
352,9,white,f1c4,-538.2,Nxe7,-601.5,63.299999999999955,-51.649
353,9,white,e7d5,-409.0,Nxd5,-407.6,-1.3999999999999773,-51.649
354,9,white,d5f6,458.1,Nxe7,-107.8,565.9,-51.649
355,9,white,e7c8,-360.3,Nxc6,-496.25,135.95,-51.649
356,9,white,g2h3,-362.0,Nb4,-472.05,110.05,-51.649
357,9,white,b4d5,-375.8,Nc6,-491.95,116.14999999999998,-51.649
358,9,white,d2d4,-721.9,Rg1,-720.85,-1.0499999999999543,-51.649
359,9,white,g2h3,-503.5,Rb1,-629.5,126.0,-51.649
360,9,white,g2h3,-546.8,Rh1,9729.6,-10276.4,-51.649
361,9,white,d2d3,-615.1,Rg1,-696.4,81.29999999999995,-51.649
362,9,white,g2h3,-538.4,Bd3,-641.7,103.30000000000008,-51.649
363,9,white,c1d2,-540.2,Bxd2,-540.95,0.75,-51.649
364,9,white,d2c3,-546.7,Bf1,-609.05,62.34999999999991,-51.649
365,9,white,f2f3,-553.4,Bh6,-623.15,69.75,-51.649
366,9,white,f2f3,-543.0,Bf4,-680.05,137.04999999999995,-51.649
367,9,white,f4e3,-564.0,Bh6,-622.45,58.450000000000045,-51.649
368,9,white,f1d3,-664.4,Bxg5,-700.25,35.85000000000002,-51.649
369,9,white,g5e3,-493.4,Bh6,-619.2,125.80000000000008,-51.649
370,9,white,g1h1,-676.0,Bf4,-754.6,78.60000000000002,-51.649
371,9,white,e4f5,-132.2,Bh6,-484.0,351.8,-51.649
372,9,white,h6f4,-339.8,Bxf4,-340.5,0.6999999999999886,-51.649
373,9,white,e4f5,390.7,Bh6,31.25,359.45,-51.649
374,9,white,e4f5,373.3,e5+,107.9,265.4,-51.649
375,9,white,h6e3,-105.2,g3,-288.5,183.3,-51.649
376,9,white,h6e3,-109.9,Rg2,-301.25,191.35,-51.649
377,9,white,e5d6,900.7,g4,285.75,614.95,-51.649
378,9,white,e5d6,920.2,gxf5,496.5,423.7000000000001,-51.649
379,9,white,b1d1,19996.0,Rxd1,19996.0,0.0,-51.649
380,9,white,f1c4,19998.0,Bg5,19996.5,1.5,-51.649
381,9,white,g2g5,19996.0,Rxg5,19995.95,0.0499999999992724,-51.649
