Game Number,Qwen Color,Best Move,Best Move Score,Qwen Move,Qwen Move Score,Score Difference
3,black,d7d6,-630.2,c6,-650.3,20.09999999999991
3,white,d5e7,-634.4,Nxe7,-632.2,-2.199999999999932
3,black,d8e7,-662.5,Nxf6,-495.4,-167.10000000000002
3,white,e7c8,-502.4,Rg1,-740.5,238.1
3,black,d8e7,-743.1,Qxe7,-747.7,4.600000000000023
3,white,d2d3,-746.7,Rh1,-963.9,217.19999999999993
3,black,e7e4,-926.2,Rg8,-726.4,-199.80000000000007
3,white,d2d3,-710.0,Rg1,-863.5,153.5
3,black,e7e4,-856.7,Rh8,-743.2,-113.5
3,white,d2d3,-744.8,Rh1,-861.8,117.0
3,black,e7e4,-909.0,Rg8,-709.0,-200.0
3,white,d2d3,-710.7,Rg1,-875.7,165.0
3,black,e7e4,-830.8,Rh8,-737.4,-93.39999999999998
3,white,d2d3,-723.8,Rh1,-927.9,204.1
3,black,e7e4,-911.3,Rg8,-710.5,-200.79999999999995
3,white,d2d3,-712.5,Rg1,-834.5,122.0
3,black,e7e4,-829.2,Rh8,-747.6,-81.60000000000002
3,white,d2d3,-751.0,Rh1,-925.7,174.70000000000005
3,black,e7e4,-851.3,Rg8,-719.6,-131.69999999999993
3,white,f1e2,-698.3,Rg1,-867.1,168.80000000000007
3,black,e7e4,-856.0,Rh8,-742.3,-113.70000000000005
4,white,e2e4,31.1,e4,30.3,0.8000000000000007
4,black,e7e5,29.2,e5,33.0,-3.8000000000000007
4,white,g1f3,32.5,Nf3,35.6,-3.1000000000000014
4,black,g8f6,41.5,Nc6,24.6,16.9
4,white,f1b5,25.0,Nxe5,-299.3,324.3
4,black,c6e5,-298.6,Ba3,562.9,-861.5
4,white,e5c6,570.2,Nc4,217.6,352.6
4,black,a3c5,218.5,Qg5,570.9,-352.4
4,white,b1a3,573.4,Nxe3,228.8,344.59999999999997
4,black,a3c5,231.8,Nge7,550.5,-318.7
4,white,h2h4,551.4,Nf5,121.3,430.1
4,black,e7f5,117.1,b5,423.9,-306.79999999999995
4,white,d2d4,419.9,Nxe7,149.7,270.2
4,black,a3e7,149.4,Nxe7,536.9,-387.5
4,white,b1a3,534.3,Bc4,-312.8,847.0999999999999
4,black,g5g2,-316.9,Bd6,49.9,-366.7999999999999
4,white,c4e2,40.5,Bxf7+,-310.3,350.8
4,black,e8f7,-317.1,Kxf7,-322.2,5.099999999999966
4,white,g2g3,-334.7,Rg1,-393.7,59.0
4,black,h8f8,-392.8,Bg3,266.6,-659.4000000000001
4,white,h2g3,262.0,Qh5+,-789.0,1051.0
4,black,g5h5,-785.8,Qxh5,-789.1,3.300000000000068
4,white,f2g3,-878.6,Nc3,-863.6,-15.0
4,black,g3d6,-864.6,Ng6,-732.2,-132.39999999999998
4,white,f2g3,-698.7,Nd5,-851.9,153.19999999999993
4,black,g3h2,-859.6,Bd6,-896.0,36.39999999999998
4,white,b2b3,-918.5,Ne7,-1002.9,84.39999999999998
4,black,g6e7,-1001.8,a6,-861.3,-140.5
4,white,e7f5,-862.0,Ng8,-1033.1,171.0999999999999
4,black,h8g8,-1038.5,Rxg8,-1034.7,-3.7999999999999545
4,white,d2d4,-1030.6,Rh1,-1330.4,299.8000000000002
4,black,g6f4,-12542.1,Nh4,-1079.8,-11462.3
4,white,h1g1,-1084.8,Rb1,20004.0,-21088.8
4,black,h4g2,-19997.0,Rh8,-1091.0,-18906.0
4,white,h1g1,-1097.4,Ra1,20004.0,-21101.4
4,black,h4g2,-19997.0,Bf4,-1089.9,-18907.1
4,white,h1g1,-1087.3,Rb1,20007.0,-21094.3
4,black,h4g2,-1139.2,Qe2+,-668.7,-470.5
4,white,e1e2,-663.7,Kxe2,-677.0,13.299999999999956
4,black,h4g6,-653.0,Bxd6,-654.3,1.2999999999999543
4,white,g2g3,-653.5,Ke1,-751.4,97.89999999999998
4,black,c8b7,-749.8,Bg3,-227.7,-522.0999999999999
4,white,h2g3,-222.2,Rg1,-675.8,453.6
4,black,g3e5,-672.3,Ng6,-302.8,-369.49999999999994
4,white,h2g3,-303.8,h4,-724.3,420.49999999999994
4,black,g3h4,-727.7,Rg8,-433.4,-294.30000000000007
4,white,f2g3,-430.3,Rh1,-679.7,249.40000000000003
4,black,g3d6,-635.5,Bd6,-629.1,-6.399999999999977
4,white,d2d4,-649.7,Rh3,-683.0,33.299999999999955
4,black,c8b7,-672.9,Rf8,-661.4,-11.5
4,white,d2d3,-673.9,Rg3,-762.5,88.60000000000002
4,black,f7g8,-739.9,Rh8,-632.4,-107.5
4,white,g3f3,-626.1,Rg5,-684.9,58.799999999999955
4,black,h7h6,-678.9,Rg8,-603.6,-75.29999999999995
4,white,h4h5,-600.8,Rxg6,-754.2,153.4000000000001
4,black,h7g6,-742.0,Rxh8,-399.2,-342.8
4,white,g6g5,-403.2,Rxg7+,-649.3,246.09999999999997
4,black,f7g7,-648.3,Kf8,-178.4,-469.9
4,white,g7g5,-173.8,Rg8+,-681.9,508.1
4,black,h8g8,-674.7,Kf7,508.6,-1183.3000000000002
4,white,g8h8,503.4,Rxh8,502.8,0.5999999999999659
4,black,f7g7,507.6,Bf4,644.3,-136.69999999999993
4,white,d2d3,626.8,Rg8,-150.9,777.6999999999999
4,black,f7g8,-147.1,Bxd2+,388.9,-536.0
4,white,c1d2,389.6,Ke2,356.7,32.900000000000034
4,black,f7g8,360.7,Bb7,737.6,-376.9
4,white,g8a8,735.9,e5,5.1,730.8
4,black,a8g8,6.2,Rxe8,726.6,-720.4
4,white,g8e8,719.6,a3,5.8,713.8000000000001
4,black,e8e5,1.0,Re6,453.5,-452.5
4,white,g8g3,461.9,g3,44.6,417.2999999999999
4,black,e6e5,44.6,Bg2,411.8,-367.2
4,white,g8h8,342.8,Rh8,385.1,-42.30000000000001
4,black,d2c1,398.6,Rf6,837.2,-438.6
4,white,e5f6,851.2,Rxh7+,841.4,9.800000000000068
4,black,f7g6,804.5,Kg6,806.1,-1.6000000000000227
4,white,h7g7,809.6,Rh8,710.9,98.70000000000005
4,black,f6c6,716.0,Rxf2+,901.2,-185.20000000000005
4,white,e2f2,895.5,Kd3,427.3,468.2
4,black,d2e1,464.1,Bh6,731.2,-267.1
4,white,h8h6,730.4,Rg8+,374.5,355.9
4,black,g6f7,377.5,Kh7,408.8,-31.30000000000001
4,white,g8d8,432.4,Rh8+,59.2,373.2
4,black,h7h8,47.5,Kg6,727.1,-679.6
4,white,h8h6,740.5,Rxh6+,733.4,7.100000000000023
4,black,g6f7,750.1,Kf5,887.9,-137.79999999999995
4,white,h6f6,878.9,g4+,706.3,172.60000000000002
4,black,f5e5,704.5,Kxe5,698.6,5.899999999999977
4,white,h6h5,699.1,c3,480.2,218.90000000000003
4,black,g2e4,515.2,Bh1,732.4,-217.19999999999993
4,white,h6h5,727.7,Rd6,11.5,716.2
4,black,h1e4,9.5,Bg2,555.2,-545.7
4,white,d6d7,553.7,Rd5+,1.0,552.7
4,black,g2d5,0.1,Kf6,677.9,-677.8
4,white,c1g5,694.9,Rd4,633.9,61.0
4,black,f6e6,704.5,Rc2,927.9,-223.4
4,white,d3c2,902.3,Rd7,742.1,160.19999999999993
4,black,c2f2,743.9,b4,860.9,-117.0
4,white,c1g5,855.7,Rd8,787.8,67.90000000000009
4,black,g2h3,892.9,Rxc1,861.6,31.299999999999955
5,white,e2e4,31.3,e4,32.1,-0.8000000000000007
5,black,e7e5,34.1,e5,37.0,-2.8999999999999986
5,white,g1f3,29.9,Nf3,32.4,-2.5
5,black,b8c6,32.7,Nc6,30.4,2.3000000000000043
5,white,f1c4,16.1,Nxe5,-298.0,314.1
5,black,c6e5,-294.7,Nxe5,-297.6,2.900000000000034
5,white,d2d4,-310.0,Nc3,-301.5,-8.5
5,black,e5g6,-297.6,Ba3,223.4,-521.0
5,white,b2a3,221.6,f3,-291.0,512.6
5,black,a3b4,-289.6,Nf6,179.1,-468.7000000000001
5,white,b2a3,189.8,b3,-370.2,560.0
5,black,a3c1,-371.7,Nxd5,218.1,-589.8
5,white,c1a3,219.0,Nxb5,-351.0,570.0
5,black,a3c1,-346.9,c5,357.5,-704.4
5,white,c1a3,363.3,Nc7+,-349.3,712.6
5,black,d5c7,-351.6,Nxc7+,-350.2,-1.400000000000034
5,white,c1a3,-351.0,Bb2,-847.4,496.4
5,black,a3b2,-846.9,Bb4,-334.0,-512.9
5,white,b2e5,-348.2,Bd4,-867.8,519.5999999999999
5,black,c5d4,-867.9,Qf6,-589.9,-278.0
5,white,d4f2,-620.3,Bxc5,-863.6,243.30000000000007
5,black,b4c5,-846.2,d5,-472.1,-374.1
5,white,c5b4,-469.7,Bd6,-938.3,468.6
5,black,b4d6,-928.0,b6,-433.5,-494.5
5,white,d6c7,-445.2,Bxc7,-447.2,2.0
5,black,d5e4,-433.0,Bxc3,309.5,-742.5
5,white,d2c3,316.6,Bd8,-352.2,668.8
5,black,f6d8,-355.8,Rg8,604.8,-960.6
5,white,d8f6,612.0,Be7,-460.9,1072.9
5,black,e8e7,-451.2,Bf5,648.1,-1099.3
5,white,e7f6,663.3,Bxf6,646.9,16.399999999999977
5,black,c3a1,655.1,Bc8,873.7,-218.6
5,white,d2c3,882.0,Bd8,733.5,148.5
5,black,c3d4,733.1,Rh8,847.4,-114.29999999999995
5,white,f1b5,840.6,Be7,689.4,151.20000000000005
5,black,c3b2,689.5,Rg8,892.0,-202.5
5,white,d2c3,891.7,Bf6,607.3,284.4000000000001
5,black,c3a1,603.5,Bxf5,842.5,-239.0
5,white,f6g5,820.3,exd5,536.9,283.4
5,black,c3a1,537.8,Bc8,796.6,-258.80000000000007
5,white,d2c3,808.9,d6,665.2,143.69999999999993
5,black,c3a1,677.2,Rf8,922.0,-244.79999999999995
5,white,d2c3,937.8,Bd3,586.4,351.4
5,black,e5d3,559.5,Bf5,968.9,-409.4
5,white,d3b5,939.8,Bxf5,976.0,-36.200000000000045
5,black,g7f6,984.7,gxf6,995.4,-10.699999999999932
5,white,d2c3,992.6,Bd3,760.6,232.0
5,black,c3a1,755.7,Ng4,1018.3,-262.5999999999999
5,white,f3g4,1006.2,Bxh7,832.7,173.5
5,black,g4e3,880.4,Nxe5,910.4,-30.0
5,white,d2c3,921.0,Qe2,800.0,121.0
5,black,c3a1,744.9,Kd7,986.4,-241.5
5,white,d2c3,988.1,Qf1,657.1,331.0
5,black,c3a1,654.7,Nd3+,929.5,-274.79999999999995
5,white,f1d3,959.5,Bxd3,957.0,2.5
5,black,c3a1,-7284.8,Bxd2+,1045.2,-8330.0
5,white,e1d2,1051.9,Kf2,922.0,129.9000000000001
5,black,d7d6,956.9,Bb4,-9434.2,10391.1
5,white,d3f5,8789.3,Bxf5,8690.2,99.09999999999854
5,black,d7d6,-15769.7,Ke8,-20002.0,4232.299999999999
5,white,f1e2,19999.0,Bh3,812.9,19186.1
5,black,b4c5,815.7,Rd8,-20001.0,20816.7
5,white,f1e2,20000.0,Qe1+,19999.0,1.0
5,black,b4e1,-20001.0,Bxe1+,-20001.0,0.0
5,white,a1e1,20000.0,Kf1,531.5,19468.5
5,black,e1c3,544.0,Rd7,849.0,-305.0
5,white,a1e1,814.5,Bxd7+,767.4,47.10000000000002
5,black,e8d7,780.3,Kd8,826.3,-46.0
5,white,a1e1,809.4,Bf5,793.2,16.199999999999932
5,black,e1c3,792.8,Bd2,833.0,-40.200000000000045
5,white,d6d7,838.9,h3,770.7,68.19999999999993
5,black,f8e8,774.4,Bf4,824.0,-49.60000000000002
5,white,d6d7,832.7,b4,722.9,109.80000000000008
5,black,f8e8,782.8,Ke8,916.1,-133.30000000000007
5,white,a1e1,920.4,Bd3,747.6,172.79999999999995
5,black,f4d6,756.3,Kd7,740.6,15.699999999999932
5,white,g2g4,750.6,Bh7,694.1,56.5
5,black,f4d6,702.9,Bh6,777.5,-74.60000000000002
5,white,a1d1,786.2,a3,734.7,51.5
5,black,d7d6,732.2,f5,805.3,-73.09999999999991
5,white,a1d1,806.3,Bg8,466.5,339.79999999999995
5,black,f8g8,460.1,Rxg8,470.3,-10.199999999999989
5,white,a1d1,455.8,Re1,470.5,-14.699999999999989
5,black,g8c8,481.0,Rg3,536.3,-55.299999999999955
5,white,f1f2,537.4,Re2,517.4,20.0
5,black,g3g6,519.1,Rxf3+,781.5,-262.4
5,white,g2f3,783.2,Kg1,400.7,382.50000000000006
5,black,h6e3,381.1,Rf1+,815.4,-434.2999999999999
5,white,g1f1,805.3,Kh2,474.4,330.9
5,black,f1f4,497.2,Kc8,877.5,-380.3
5,white,h1f1,867.8,Kg3,-294.8,1162.6
5,black,h6f4,-272.5,Ra1,911.2,-1183.7
5,white,h1a1,899.2,Re8+,594.3,304.9000000000001
5,black,c8d7,561.7,Kd7,537.5,24.200000000000045
5,white,e8e7,549.6,Re3,-230.8,780.4000000000001
5,black,a1h1,-229.5,Kc6,654.0,-883.5
5,white,e3c3,644.1,Re2,-258.4,902.5
5,black,a1h1,-253.3,Bf4+,417.0,-670.3
5,white,g3f4,419.1,Kh4,-337.7,756.8
5,black,a1h1,-331.4,Kd5,833.6,-1165.0
6,white,e2e4,34.0,e4,31.4,2.6000000000000014
6,black,e7e5,35.8,e5,35.4,0.3999999999999986
6,white,g1f3,31.9,Nf3,25.1,6.799999999999997
6,black,b8c6,23.3,Nc6,36.8,-13.499999999999996
6,white,f1b5,30.8,Nxe5,-296.3,327.1
6,black,c6e5,-295.0,Nxe5,-292.4,-2.6000000000000227
6,white,d2d4,-299.9,Nc3,-305.5,5.600000000000023
6,black,e5g6,-303.1,Nf6,-176.4,-126.70000000000002
6,white,d2d4,-181.9,d3,-347.3,165.4
6,black,d7d5,-341.8,Nxe4,111.1,-452.9
6,white,d3e4,118.0,Nxe4,-39.6,157.6
6,black,d7d5,-32.1,Nxd3+,463.0,-495.1
6,white,f1d3,464.2,Bxd3,460.5,3.6999999999999886
6,black,d7d5,465.5,Be7,507.5,-42.0
6,white,e1g1,505.6,a4,472.7,32.900000000000034
6,black,d7d5,474.6,Bd6,692.1,-217.5
6,white,e4d6,664.2,c4,512.8,151.4000000000001
6,black,d6b4,511.6,Be5,533.4,-21.799999999999955
6,white,e1g1,528.0,Nc3,457.9,70.10000000000002
6,black,e8g8,460.7,d6,471.0,-10.300000000000011
6,white,a1a3,447.5,b3,-296.4,743.9
6,black,e5c3,-297.6,Qf6,438.2,-735.8
6,white,c3d5,441.7,Bh6,-519.1,960.8
6,black,e5c3,-501.6,Qg5,698.5,-1200.1
6,white,h6g5,718.6,Bxh7,-585.9,1304.5
6,black,e5c3,-592.4,Rg8,744.9,-1337.3
6,white,h6g5,800.3,Bd3,-615.0,1415.3
6,black,e5c3,-614.3,Qf5,634.0,-1248.3
6,white,d3f5,630.1,Bxf5,647.7,-17.600000000000023
6,black,c8f5,645.5,Bxf5,638.5,7.0
6,white,h6d2,643.8,h4,526.1,117.69999999999992
6,black,g7h6,531.1,Bxf6,714.6,-183.5
6,white,c3d5,707.3,Bd2,666.8,40.5
6,black,e8c8,660.6,Bg5,956.5,-295.9
6,white,d2g5,937.8,Bf4,648.1,289.69999999999993
