Game Number,Qwen Color,Best Move,Best Move Score,Qwen Move,Qwen Move Score,Score Difference
4,black,a8g8,6.2,Rxe8,726.6,-720.4
4,black,e8e5,1.0,Re6,453.5,-452.5
4,black,e6e5,44.6,Bg2,411.8,-367.2
4,black,d2c1,398.6,Rf6,837.2,-438.6
4,black,f7g6,804.5,Kg6,806.1,-1.6000000000000227
4,black,f6c6,716.0,Rxf2+,901.2,-185.20000000000005
4,black,d2e1,464.1,Bh6,731.2,-267.1
4,black,g6f7,377.5,Kh7,408.8,-31.30000000000001
4,black,h7h8,47.5,Kg6,727.1,-679.6
4,black,g6f7,750.1,Kf5,887.9,-137.79999999999995
4,black,f5e5,704.5,Kxe5,698.6,5.899999999999977
4,black,g2e4,515.2,Bh1,732.4,-217.19999999999993
4,black,h1e4,9.5,Bg2,555.2,-545.7
4,black,g2d5,0.1,Kf6,677.9,-677.8
4,black,f6e6,704.5,Rc2,927.9,-223.4
4,black,c2f2,743.9,b4,860.9,-117.0
4,black,g2h3,892.9,Rxc1,861.6,31.299999999999955
5,black,e7e5,34.1,e5,37.0,-2.8999999999999986
5,black,b8c6,32.7,Nc6,30.4,2.3000000000000043
5,black,c6e5,-294.7,Nxe5,-297.6,2.900000000000034
5,black,e5g6,-297.6,Ba3,223.4,-521.0
5,black,a3b4,-289.6,Nf6,179.1,-468.7000000000001
5,black,a3c1,-371.7,Nxd5,218.1,-589.8
5,black,a3c1,-346.9,c5,357.5,-704.4
5,black,d5c7,-351.6,Nxc7+,-350.2,-1.400000000000034
5,black,a3b2,-846.9,Bb4,-334.0,-512.9
5,black,c5d4,-867.9,Qf6,-589.9,-278.0
5,black,b4c5,-846.2,d5,-472.1,-374.1
5,black,b4d6,-928.0,b6,-433.5,-494.5
5,black,d5e4,-433.0,Bxc3,309.5,-742.5
5,black,f6d8,-355.8,Rg8,604.8,-960.6
5,black,e8e7,-451.2,Bf5,648.1,-1099.3
5,black,c3a1,655.1,Bc8,873.7,-218.6
5,black,c3d4,733.1,Rh8,847.4,-114.29999999999995
5,black,c3b2,689.5,Rg8,892.0,-202.5
5,black,c3a1,603.5,Bxf5,842.5,-239.0
5,black,c3a1,537.8,Bc8,796.6,-258.80000000000007
5,black,c3a1,677.2,Rf8,922.0,-244.79999999999995
5,black,e5d3,559.5,Bf5,968.9,-409.4
5,black,g7f6,984.7,gxf6,995.4,-10.699999999999932
5,black,c3a1,755.7,Ng4,1018.3,-262.5999999999999
5,black,g4e3,880.4,Nxe5,910.4,-30.0
5,black,c3a1,744.9,Kd7,986.4,-241.5
5,black,c3a1,654.7,Nd3+,929.5,-274.79999999999995
5,black,c3a1,-7284.8,Bxd2+,1045.2,-8330.0
5,black,d7d6,956.9,Bb4,-9434.2,10391.1
5,black,d7d6,-15769.7,Ke8,-20002.0,4232.299999999999
5,black,b4c5,815.7,Rd8,-20001.0,20816.7
5,black,b4e1,-20001.0,Bxe1+,-20001.0,0.0
5,black,e1c3,544.0,Rd7,849.0,-305.0
5,black,e8d7,780.3,Kd8,826.3,-46.0
5,black,e1c3,792.8,Bd2,833.0,-40.200000000000045
5,black,f8e8,774.4,Bf4,824.0,-49.60000000000002
5,black,f8e8,782.8,Ke8,916.1,-133.30000000000007
5,black,f4d6,756.3,Kd7,740.6,15.699999999999932
5,black,f4d6,702.9,Bh6,777.5,-74.60000000000002
5,black,d7d6,732.2,f5,805.3,-73.09999999999991
5,black,f8g8,460.1,Rxg8,470.3,-10.199999999999989
5,black,g8c8,481.0,Rg3,536.3,-55.299999999999955
5,black,g3g6,519.1,Rxf3+,781.5,-262.4
5,black,h6e3,381.1,Rf1+,815.4,-434.2999999999999
5,black,f1f4,497.2,Kc8,877.5,-380.3
5,black,h6f4,-272.5,Ra1,911.2,-1183.7
5,black,c8d7,561.7,Kd7,537.5,24.200000000000045
5,black,a1h1,-229.5,Kc6,654.0,-883.5
5,black,a1h1,-253.3,Bf4+,417.0,-670.3
5,black,a1h1,-331.4,Kd5,833.6,-1165.0
6,black,e7e5,35.8,e5,35.4,0.3999999999999986
6,black,b8c6,23.3,Nc6,36.8,-13.499999999999996
6,black,c6e5,-295.0,Nxe5,-292.4,-2.6000000000000227
6,black,e5g6,-303.1,Nf6,-176.4,-126.70000000000002
6,black,d7d5,-341.8,Nxe4,111.1,-452.9
6,black,d7d5,-32.1,Nxd3+,463.0,-495.1
6,black,d7d5,465.5,Be7,507.5,-42.0
6,black,d7d5,474.6,Bd6,692.1,-217.5
6,black,d6b4,511.6,Be5,533.4,-21.799999999999955
6,black,e8g8,460.7,d6,471.0,-10.300000000000011
6,black,e5c3,-297.6,Qf6,438.2,-735.8
6,black,e5c3,-501.6,Qg5,698.5,-1200.1
6,black,e5c3,-592.4,Rg8,744.9,-1337.3
6,black,e5c3,-614.3,Qf5,634.0,-1248.3
6,black,c8f5,645.5,Bxf5,638.5,7.0
6,black,g7h6,531.1,Bxf6,714.6,-183.5
6,black,e8c8,660.6,Bg5,956.5,-295.9
6,black,g5f4,639.5,Rh8,914.8,-275.29999999999995
6,black,e8c8,540.9,Rg8,847.2,-306.30000000000007
6,black,g8h8,805.3,Rb8,1125.3,-320.0
6,black,g5d2,701.4,Bf4,1209.8,-508.4
6,black,f4d2,517.0,Bxc7,926.9,-409.9
6,black,c7d8,-333.5,Bxd8,-333.0,-0.5
6,black,e8f8,-343.4,Be6,-319.4,-24.0
6,black,e8f8,-325.6,a5,-271.8,-53.80000000000001
6,black,e8e7,-265.1,Rc8,-170.8,-94.3
6,black,d8c7,-375.6,g5,-287.5,-88.10000000000002
6,black,g8g7,-616.7,Rxg7,-613.9,-2.800000000000068
6,black,d8f6,-694.0,f5,-305.3,-388.7
6,black,e8f7,-314.1,Kf8,-215.4,-98.70000000000002
6,black,f8e8,-694.0,Kf7,-278.0,-416.0
6,black,d8f6,-460.0,Rxc4,431.3,-891.3
6,black,f7e8,-518.2,Rxa4,-500.4,-17.800000000000068
6,black,a4a1,-1123.0,Rxa1+,-1079.5,-43.5
6,black,d8c7,-1037.6,Rg6,-693.3,-344.29999999999995
6,black,a1e1,-897.0,Rg8,-577.6,-319.4
6,black,g5h4,-823.7,Rd1,-754.2,-69.5
6,black,d8c7,-878.6,Bf6,-699.7,-178.89999999999998
6,black,g5g4,-834.1,Rg7,-739.2,-94.89999999999998
6,black,f6e5,-16199.1,Rg8,-682.6,-15516.5
6,black,g5g4,-828.9,Rg6,-749.5,-79.39999999999998
6,black,d1e1,-908.1,Rxe1,-906.7,-1.3999999999999773
6,black,g6h6,-1035.7,Re6,-890.7,-145.0
6,black,g6h6,-972.8,gxf4,-16177.5,15204.7
6,black,g6h6,-19998.0,Rxh6+,-19998.0,0.0
6,black,f6d4,-19999.0,Re1+,-19995.8,-3.2000000000007276
6,black,h6h1,-19997.0,Re3,-19995.0,-2.0
6,black,f6d4,-19996.8,a4,-19994.0,-2.7999999999992724
6,black,a4a3,-19996.0,b6,-19993.9,-2.099999999998545
6,black,a4a3,-19995.2,b5,-19994.0,-1.2000000000007276
7,black,e7e5,25.8,e5,27.8,-2.0
7,black,b8c6,32.7,Nc6,32.8,-0.0999999999999943
7,black,d8g5,-453.2,Nge7,35.5,-488.7
7,black,d7d5,-170.3,Nf5,289.2,-459.5
7,black,d8g5,-223.9,Bb4,-27.9,-196.0
7,black,f5h4,-40.6,Nh4,-42.0,1.3999999999999986
7,black,d7d5,-372.2,Ng2+,329.1,-701.3
7,black,d7d5,313.1,O-O,368.4,-55.299999999999955
7,black,c6e5,10.8,Bxd2+,511.8,-501.0
7,black,d2c1,281.4,Rb8,510.4,-229.0
7,black,d2c1,-139.9,Bh6,358.4,-498.2999999999999
7,black,c8g4,300.7,Qd6,716.5,-415.8
7,black,d6e6,432.7,a5,617.8,-185.09999999999997
7,black,d6e6,467.4,Bd2,592.7,-125.30000000000008
7,black,c8g4,379.2,Be6,611.0,-231.8
7,black,d6e6,697.7,Qd3+,1004.6,-306.9
7,black,d2c1,895.7,Rd8+,1196.4,-300.70000000000005
7,black,d2c1,979.9,Rd7,1111.2,-131.30000000000007
7,black,d2c1,946.7,Rd6,1079.4,-132.70000000000005
7,black,d2c1,884.7,Rd5,1107.5,-222.79999999999995
7,black,d5d4,991.3,Rxd4+,991.8,-0.5
7,black,d2c1,998.4,Rd3,1152.8,-154.39999999999998
7,black,d3h3,900.4,Re3+,1183.7,-283.30000000000007
7,black,e3h3,1096.9,Rxe4,1168.6,-71.69999999999982
7,black,d2c1,991.1,Re1+,1133.9,-142.80000000000007
7,black,d2e1,1128.0,Bxc1,-20001.0,21129.0
7,black,h7h6,1145.0,Bh6,-20001.0,21146.0
8,black,e7e5,33.9,e5,31.0,2.8999999999999986
8,black,b8c6,32.8,Nc6,30.3,2.4999999999999964
8,black,c6e5,-299.9,Nxe5,-294.2,-5.699999999999989
8,black,e5g6,-303.6,Nf6,-177.5,-126.10000000000002
8,black,f8b4,-317.9,Nxd3+,94.8,-412.7
8,black,f8b4,91.4,Be7,146.2,-54.79999999999998
8,black,e8g8,-2.5,Bd6,34.8,-37.3
8,black,f6e4,-112.2,Nxe4,-87.3,-24.90000000000001
8,black,e4d2,-639.8,Qh4,-103.6,-536.1999999999999
8,black,e4d2,-623.6,Bf4,540.2,-1163.8000000000002
8,black,e4d2,-328.0,Qg4,589.9,-917.9
8,black,e4d2,-417.6,b5,551.4,-969.0
8,black,e4d2,-471.8,Nf6,607.3,-1079.1
8,black,g4e4,-20.6,Rb8,558.2,-578.8000000000001
8,black,g4e6,517.3,d5,569.3,-52.0
8,black,g4h5,-20.9,Nh5,27.8,-48.7
8,black,g4e2,3.9,Kd8,54.7,-50.8
8,black,h8e8,-997.8,Rxe8+,-992.8,-5.0
8,black,g4f4,-16221.4,Re1,-682.0,-15539.4
8,black,e1e6,-1064.5,Rf1,-733.1,-331.4
8,black,g4f4,-19999.0,Bf5,-764.2,-19234.8
8,black,g4e4,-787.6,Rb5,-575.8,-211.80000000000007
8,black,g4b4,-580.8,Be4,-373.5,-207.29999999999995
8,black,g4g2,-434.9,Qg3,894.4,-1329.3
8,black,g3f2,-556.5,Qh3,693.2,-1249.7
8,black,h3h4,-446.1,Bg6,824.6,-1270.7
8,black,h3c3,-677.3,Bxc2,783.7,-1461.0
8,black,h3f5,-444.0,Ke7,825.4,-1269.4
8,black,h3f5,-416.9,Qe3+,850.5,-1267.4
8,black,h7h6,888.4,Kf8,911.7,-23.300000000000068
8,black,f8e7,856.6,Bb1,977.1,-120.5
8,black,b1g6,856.0,c5,967.4,-111.39999999999998
8,black,b1f5,949.9,a5,994.0,-44.10000000000002
8,black,d5d4,895.0,Nf6,936.8,-41.799999999999955
8,black,d5d4,832.3,Kg8,931.3,-99.0
8,black,d5d4,809.5,Nh5,993.1,-183.6
8,black,d5d4,924.1,f6,1032.7,-108.60000000000002
8,black,b1e4,967.1,Bg6,1016.3,-49.19999999999993
8,black,g6h7,858.0,Bh5,1050.4,-192.4000000000001
8,black,g8h8,938.8,Kf7,1063.6,-124.79999999999995
8,black,h5g4,826.3,Bxg4,893.1,-66.80000000000007
8,black,a5a4,887.6,Bc8,1054.2,-166.60000000000002
8,black,f7g8,826.0,Bf5,842.6,-16.600000000000023
8,black,f7g8,820.2,Bh3,947.1,-126.89999999999998
8,black,d5d4,867.8,Bf5,901.2,-33.40000000000009
8,black,d5d4,775.3,Ke7,938.0,-162.70000000000005
8,black,d5d4,902.6,Bh7,1004.1,-101.5
8,black,f6f5,1018.9,a4,1013.8,5.100000000000023
8,black,e7f7,1010.0,g5,-1015.5,2025.5
8,black,f6f5,975.3,Kd7,996.1,-20.800000000000068
9,black,c7c5,36.9,e5,27.9,9.0
9,black,b8c6,31.7,Nc6,32.3,-0.5999999999999979
9,black,c6e5,-295.2,Nxe5,-289.7,-5.5
9,black,e5g6,-301.0,Nf3+,264.1,-565.1
9,black,f8c5,275.9,Nxe7,371.7,-95.8
9,black,e8f7,-579.9,Kxf7,-583.0,3.1000000000000227
9,black,c7c6,-658.3,c5,-565.2,-93.09999999999992
9,black,f8e7,-671.9,d5,-402.7,-269.2
9,black,c8e6,-411.2,Qf6,459.4,-870.5999999999999
9,black,f6e7,-679.4,Rg8,-348.3,-331.09999999999997
9,black,f6c6,-627.5,Bh3,-364.8,-262.7
9,black,h3e6,-572.1,Rb8,-379.8,-192.3
9,black,f6c6,-607.6,Qxc6,-612.6,5.0
9,black,h3e6,-712.3,Rh8,-556.6,-155.69999999999993
9,black,c6e4,-750.1,Rg8,-670.5,-79.60000000000002
9,black,c6e4,-18095.4,Rd8,-701.8,-17393.600000000002
9,black,h3e6,-778.6,Rxd2,-532.7,-245.9
9,black,d2d3,-752.2,Bd6,-540.6,-211.6
9,black,h3e6,-541.1,Bxe6,-540.7,-0.3999999999999772
9,black,c6e4,-669.1,g6,-558.7,-110.39999999999998
9,black,c6e4,-669.3,Rh8,-540.0,-129.29999999999995
9,black,d6f4,-806.1,Rg8,-566.8,-239.30000000000007
9,black,c6e4,-674.4,g5,-623.4,-51.0
9,black,g8g5,-745.5,Rg6,-492.1,-253.4
9,black,g6h6,-754.0,Bxh2,-651.5,-102.5
9,black,h2f4,-842.9,Bxf5,-397.3,-445.6
9,black,c6e4,-868.6,Bf4,-334.3,-534.3
9,black,c6e4,-336.9,Kf6,394.7,-731.5999999999999
9,black,g6h6,-334.3,Rg8,379.6,-713.9000000000001
9,black,f6e5,-150.6,Kf7,-102.7,-47.89999999999999
9,black,c6h6,-466.2,Rh8,-115.4,-350.79999999999995
9,black,c6h6,-506.7,Qd6,894.6,-1401.3
9,black,d6e5,-331.7,a6,922.4,-1254.1
9,black,d6h6,99.9,Qd1+,-20005.2,20105.1
9,black,h8f8,-20004.0,Rg8,-20003.0,-1.0
9,black,g8c8,-20003.0,Rxg5,-20006.0,3.0
9,black,b7b5,-20004.0,Ke7,-20003.0,-1.0
9,black,b7b5,-20008.5,Ke8,-20003.0,-5.5
9,black,e8e7,-20002.0,Kf7,-20002.0,0.0
9,black,b7b5,-20005.2,Ke8,-20003.0,-2.2000000000007276
9,black,b7b5,-20005.0,Kf8,-20003.0,-2.0
9,black,f8g8,-13698.9,Ke7,-20002.0,6303.1
9,black,b7b5,-20004.0,Ke8,-20003.0,-1.0
10,black,e7e5,30.0,e5,35.3,-5.299999999999997
10,black,b8c6,35.2,Nc6,28.0,7.200000000000003
10,black,c6e5,-289.5,Nxe5,-297.8,8.300000000000011
10,black,e5g6,-302.2,Nf3+,256.6,-558.8
10,black,f3d4,-436.9,Nxe5,-328.3,-108.59999999999997
10,black,e5g6,-372.3,Be7,-348.1,-24.19999999999999
10,black,e5g6,-409.7,Nh6,-323.2,-86.5
10,black,d8e7,-407.1,Nf3,280.9,-688.0
10,black,f3d4,-229.1,Ng1+,77.6,-306.7
10,black,h7g6,70.5,Rg8,495.7,-425.2
10,black,d7d5,515.5,c5,606.3,-90.79999999999995
10,black,e8f7,350.2,Nxf7,331.8,18.399999999999977
10,black,d8h4,241.1,Qe7,336.0,-94.9
10,black,e7e4,-20000.0,Nh6,261.0,-20261.0
10,black,e7e4,215.6,Rf8,326.5,-110.9
10,black,e7e4,-20000.0,Rxf2+,499.2,-20499.2
10,black,e7h4,-466.7,Qg5,477.6,-944.3
10,black,g5h4,-214.0,b5,434.9,-648.9
10,black,g5h4,-407.7,Qe3+,930.4,-1338.1
10,black,f2e2,-418.4,Qe4,356.0,-774.4
10,black,c8b7,-412.7,Qxe2+,307.8,-720.5
10,black,f2e2,315.7,Kf7,908.7,-593.0
10,black,f7e8,363.8,Kf6,846.8,-482.99999999999994
10,black,d7d5,772.1,Rf1+,-20005.0,20777.1
10,black,f1h1,662.5,Rf2+,987.2,-324.70000000000005
10,black,h6g4,881.4,Rxd2+,1111.0,-229.6
10,black,d7d5,1119.6,Bb7,-20003.0,21122.6
10,black,a8e8,437.9,Bd5,-20009.1,20447.0
10,black,a8f8,502.6,Rxf8,501.6,1.0
10,black,d5g2,483.3,Bf3+,676.0,-192.7
10,black,f3g2,591.7,Rf7,826.3,-234.5999999999999
10,black,f7g7,560.0,Rxg7,562.3,-2.2999999999999545
10,black,g7g2,61.8,Rxg2,57.8,4.0
10,black,g2g1,-878.0,Kf7,511.1,-1389.1
10,black,f3g2,498.3,Bd1,853.9,-355.59999999999997
10,black,d1c2,656.7,Bxc2,638.0,18.700000000000045
10,black,c2d1,286.5,Bxd1,294.0,-7.5
10,black,f7g8,-524.0,Bh5,365.9,-889.9
10,black,h5g6,354.2,Kf6,433.2,-79.0
10,black,h5f7,437.7,Kf5,661.7,-224.00000000000009
10,black,h5g6,455.5,Bf3,492.8,-37.30000000000001
10,black,f5f6,-601.2,Kxf6,-607.7,6.5
10,black,f6e5,-678.2,a6,-477.5,-200.70000000000005
10,black,a6b5,-689.2,d6,-490.5,-198.70000000000005
10,black,f3b7,-546.2,d5,601.0,-1147.2
10,black,a6b5,-506.2,Kg5,621.7,-1127.9
10,black,a6b5,-506.3,axb5,-525.1,18.80000000000001
10,black,b5b4,-553.0,d4,-557.4,4.399999999999977
10,black,g5h4,-834.7,Kf6,-495.7,-339.00000000000006
10,black,c5c4,-572.4,Kg6,-537.5,-34.89999999999998
11,black,e7e5,33.4,e5,32.3,1.1000000000000014
11,black,g8f6,40.3,Nc6,26.6,13.699999999999996
11,black,c6e5,-293.1,Nxe5,-295.4,2.2999999999999545
11,black,e5g6,-301.7,Nf3+,264.1,-565.8
11,black,d7d6,282.8,Be7,319.3,-36.5
11,black,e8f7,-577.2,Kxf7,-583.7,6.5
11,black,d7d6,-631.6,c6,-654.6,23.0
11,black,d8e7,-654.2,c5,-433.1,-221.1
11,black,d7d5,-425.6,Rxc8,-386.6,-39.0
11,black,c5c4,-553.8,Ne7,-508.2,-45.599999999999966
11,black,c5c4,-598.5,Nf5,-467.3,-131.2
11,black,d7d5,-472.0,Kf8,-370.1,-101.89999999999998
11,black,c5c4,-653.3,Rg8,-351.9,-301.4
11,black,f5d4,-550.1,Qb6,-334.9,-215.20000000000005
11,black,c5c4,-632.3,Rh8,-369.7,-262.59999999999997
11,black,f5d4,-629.1,Rg8,-285.6,-343.5
11,black,b6b5,-603.5,Ra8,-501.8,-101.7
11,black,f5d4,-659.7,Rb8,-60.6,-599.1
11,black,f5d4,-649.0,Rh8,-104.2,-544.8
11,black,f5d4,-650.3,Rg8,-422.2,-228.09999999999997
11,black,f5d4,-649.8,Rh8,-115.7,-534.0999999999999
11,black,f5d4,-643.3,Rg8,-297.5,-345.79999999999995
11,black,f5d4,-644.9,Rh8,-254.8,-390.1
