Game Number,Qwen Color,Best Move,Best Move Score,Qwen Move,Qwen Move Score,Score Difference
1,white,e1f2,341.3,Rg1,-197.45,538.75
1,black,f2d1,-746.9,Qg8,-237.75,-509.15
1,white,d1e2,231.5,Rh1,-263.95,495.45
1,white,d1e2,231.5,Rh1,-263.95,495.45
1,white,d1e2,231.5,Rh1,-263.95,495.45
1,black,f2d1,-749.0,g5,-206.3,-542.7
1,white,d1h5,341.5,Rg1,-211.75,553.25
1,white,d1h5,341.5,Rg1,-211.75,553.25
1,white,d1h5,341.5,Rg1,-211.75,553.25
1,black,f2d1,-753.7,b4,-258.75,-494.95000000000005
1,white,e1f2,244.2,Qh5+,263.15,-18.94999999999999
1,black,e8f8,279.9,Kf8,285.15,-5.25
1,white,d2d3,177.9,Qe8+,-280.05,457.95000000000005
1,black,f8e8,-797.7,Rxe8,-789.3,-8.400000000000091
1,white,d2d3,-731.7,Rh1,-893.5,161.79999999999995
1,black,f2h1,-936.4,Qb3,-648.8,-287.6
1,white,a2b3,-374.5,Rg1,9817.3,-10191.8
1,black,b3c2,-19992.0,Ng4,-9939.35,-10052.65
1,white,a2b3,109.3,Nc3,-496.6,605.9
1,white,a2b3,109.3,Nc3,-496.6,605.9
1,white,a2b3,109.3,Nc3,-496.6,605.9
1,black,b3c2,-1107.1,a5,-628.25,-478.8499999999999
1,white,a2b3,-149.8,Nd5,-549.4,399.59999999999997
1,black,b3c2,-944.8,Nf2,-337.35,-607.4499999999999
1,white,a2b3,270.3,Ne7,2690.95,-2420.6499999999996
1,white,a2b3,270.3,Ne7,2690.95,-2420.6499999999996
1,white,a2b3,270.3,Ne7,2690.95,-2420.6499999999996
1,black,b3c2,-12497.3,h6,-6274.6,-6222.699999999999
1,black,b3c2,-12497.3,h6,-6274.6,-6222.699999999999
1,black,b3c2,-12497.3,h6,-6274.6,-6222.699999999999
1,white,a2b3,-63.6,g4,-498.75,435.15
1,black,b3c2,-1143.0,Nh1,-536.0,-607.0
1,white,a2b3,80.7,Rxh1,-425.75,506.45
1,black,b3c2,-978.3,Rd8,-393.65,-584.65
1,white,a2b3,172.8,Ng6+,134.8,38.0
1,white,a2b3,172.8,Ng6+,134.8,38.0
1,white,a2b3,172.8,Ng6+,134.8,38.0
1,black,f8f7,101.9,Kg8,175.45,-73.54999999999998
1,white,a2b3,228.7,Nxe5,-404.3,633.0
1,white,a2b3,228.7,Nxe5,-404.3,633.0
1,white,a2b3,228.7,Nxe5,-404.3,633.0
1,black,b3c2,-1081.1,a4,-458.05,-623.05
1,white,a2b3,163.9,Nxd7,-308.25,472.15
1,black,b3f3,-795.0,Rxd7,-105.4,-689.6
1,white,a2b3,593.5,Rg1,-201.85,795.35
1,black,b3c2,-1160.1,Rg7,-298.5,-861.5999999999999
1,white,c2b3,539.8,Rg3,-238.55,778.3499999999999
1,black,d6g3,-4883.2,Rg6,-2156.05,-2727.1499999999996
1,white,a2b3,569.0,Rb1,-168.3,737.3
1,black,d6g3,-904.4,Qa3,-180.8,-723.5999999999999
1,white,b2a3,532.5,Rh3,-214.4,746.9
1,black,a3h3,-962.6,Qxb2,-192.75,-769.85
1,white,c1b2,579.3,Rg3,-220.5,799.8
1,black,d6g3,-1026.6,Rg7,-287.55,-739.05
1,black,d6g3,-1026.6,Rg7,-287.55,-739.05
1,black,d6g3,-1026.6,Rg7,-287.55,-739.05
1,white,c1b2,515.7,a3,-266.85,782.5500000000001
1,black,d6g3,-1098.0,Rg6,-285.05,-812.95
1,white,c1b2,535.8,Rh3,-199.3,735.0999999999999
1,black,b2b1,-951.4,Qa1,-177.7,-773.7
1,black,b2b1,-951.4,Qa1,-177.7,-773.7
1,black,b2b1,-951.4,Qa1,-177.7,-773.7
1,white,b1a1,615.0,d3,-206.65,821.65
1,white,b1a1,615.0,d3,-206.65,821.65
1,white,b1a1,615.0,d3,-206.65,821.65
1,black,a1b1,-1047.3,bxa3,-250.4,-796.9
1,white,b1a1,543.4,Rxh6,-275.5,818.9
1,white,b1a1,543.4,Rxh6,-275.5,818.9
1,white,b1a1,543.4,Rxh6,-275.5,818.9
1,black,a1b1,-1214.5,f5,-276.85,-937.65
1,white,h6g6,717.7,Rh8+,-25.45,743.1500000000001
1,black,a1h8,-783.6,Qxh8,-781.9,-1.7000000000000455
1,white,g4f5,-796.5,Bf4,-954.4,157.89999999999998
1,black,h8h4,-1115.5,Qe5,-914.3,-201.20000000000005
1,white,f4e5,-667.4,Bxe5,-660.15,-7.25
1,black,d6e5,-672.7,Bxe5,-677.9,5.199999999999932
1,white,b1b8,-665.3,d4,-687.75,22.450000000000045
1,black,e5d4,-720.8,Bf4,-628.6,-92.19999999999993
1,black,e5d4,-720.8,Bf4,-628.6,-92.19999999999993
1,black,e5d4,-720.8,Bf4,-628.6,-92.19999999999993
1,white,g4f5,-540.3,h4,-599.85,59.55000000000007
1,white,g4f5,-540.3,h4,-599.85,59.55000000000007
1,white,g4f5,-540.3,h4,-599.85,59.55000000000007
1,black,g5h4,-662.4,gxh4,-664.65,2.25
1,white,b1b4,-737.5,Rb8+,-727.1,-10.399999999999977
1,white,b1b4,-737.5,Rb8+,-727.1,-10.399999999999977
1,white,b1b4,-737.5,Rb8+,-727.1,-10.399999999999977
1,black,g8g7,-759.1,Kf7,-745.85,-13.25
1,white,e4e5,-905.0,Rh8,-914.1,9.100000000000023
1,black,f5e4,-957.3,Rg8,-906.05,-51.25
1,white,h8g8,-825.8,Rh7+,-836.9,11.100000000000023
1,white,h8g8,-825.8,Rh7+,-836.9,11.100000000000023
1,white,h8g8,-825.8,Rh7+,-836.9,11.100000000000023
1,black,g8g7,-888.3,Rg7,-882.95,-5.349999999999909
1,white,h7h5,-893.2,Rxh4,-915.8,22.59999999999991
1,black,f4g3,-8639.3,Rg8,-4627.35,-4011.949999999999
1,black,f4g3,-8639.3,Rg8,-4627.35,-4011.949999999999
1,black,f4g3,-8639.3,Rg8,-4627.35,-4011.949999999999
1,white,h4h7,-645.0,Rh5,-747.65,102.64999999999998
1,black,a3a2,-897.4,Rh8,-712.8,-184.60000000000002
1,black,a3a2,-897.4,Rh8,-712.8,-184.60000000000002
1,black,a3a2,-897.4,Rh8,-712.8,-184.60000000000002
1,white,h5f5,-519.6,Rg5,8698.65,-9218.25
1,black,f4g5,-19988.8,Rg8,-10203.2,-9785.599999999999
1,white,g5f5,-422.8,Rg7+,-767.4,344.59999999999997
1,black,f7g7,-4916.4,Rxg7,138.5,-5054.9
1,white,e1e2,20008.1,d5,18959.1,1049.0
1,white,e1e2,20008.1,d5,18959.1,1049.0
1,white,e1e2,20008.1,d5,18959.1,1049.0
1,black,f5e4,-19993.0,fxg4,-3148.75,-16844.25
1,white,e4e5,11402.8,d6,13590.45,-2187.6500000000015
1,black,f4d6,-18118.1,cxd6,-120.9,-17997.199999999997
1,black,f4d6,-18118.1,cxd6,-120.9,-17997.199999999997
1,black,f4d6,-18118.1,cxd6,-120.9,-17997.199999999997
1,black,f4d6,-18118.1,cxd6,-120.9,-17997.199999999997
2,white,e2e4,32.4,e4,29.8,2.599999999999998
2,black,c7c5,36.4,e5,35.95,0.44999999999999574
2,white,g1f3,28.7,Nf3,28.4,0.3000000000000007
2,black,b8c6,32.4,Nc6,31.65,0.75
2,white,f1b5,28.5,Ng5,-214.95,243.45
2,black,d8g5,-458.4,Nge7,-212.45,-245.95
2,black,d8g5,-458.4,Nge7,-212.45,-245.95
2,black,d8g5,-458.4,Nge7,-212.45,-245.95
2,white,f1c4,34.1,Bb5,-30.7,64.8
2,white,f1c4,34.1,Bb5,-30.7,64.8
2,white,f1c4,34.1,Bb5,-30.7,64.8
2,black,c6d4,-101.9,Ng6,-72.75,-29.150000000000006
2,white,d2d3,-58.7,Bxc6,-245.75,187.05
2,white,d2d3,-58.7,Bxc6,-245.75,187.05
2,white,d2d3,-58.7,Bxc6,-245.75,187.05
2,black,d8g5,-431.0,h5,-123.05,-307.95
2,white,g5f7,187.2,Bxd7+,100.35,86.85
2,black,d8d7,14.0,Bxd7,21.7,-7.699999999999999
2,white,g5f3,17.8,Nf3,16.45,1.3500000000000014
2,black,f8b4,36.1,Be6,50.0,-13.899999999999999
2,white,d2d3,59.6,Ng5,-266.35,325.95000000000005
2,white,d2d3,59.6,Ng5,-266.35,325.95000000000005
2,white,d2d3,59.6,Ng5,-266.35,325.95000000000005
2,black,d8g5,-585.1,f5,-78.05,-507.05
2,white,g5e6,454.0,Nh3,58.75,395.25
2,white,g5e6,454.0,Nh3,58.75,395.25
2,white,g5e6,454.0,Nh3,58.75,395.25
2,black,f5e4,-341.9,h4,-183.8,-158.09999999999997
2,white,b1c3,-49.1,Nf4,-330.6,281.5
2,white,b1c3,-49.1,Nf4,-330.6,281.5
2,white,b1c3,-49.1,Nf4,-330.6,281.5
2,black,g6f4,-617.2,h3,-233.0,-384.20000000000005
2,white,f4e6,154.1,Nh5,-262.65,416.75
2,white,f4e6,154.1,Nh5,-262.65,416.75
2,white,f4e6,154.1,Nh5,-262.65,416.75
2,black,h3g2,-670.4,b6,-516.5,-153.89999999999998
2,white,e4f5,-361.9,Nxg7+,-444.4,82.5
2,black,f8g7,-514.7,Kf7,-137.4,-377.30000000000007
2,white,g7e6,240.0,Ne8,-205.95,445.95
2,black,h3g2,-571.1,Rg8,-488.05,-83.05000000000001
2,white,e4f5,-424.9,Nxc7,-429.95,5.050000000000011
2,black,h3g2,-434.1,Rc8,-106.8,-327.3
2,white,c7e6,227.8,Ne8,-177.15,404.95000000000005
2,white,c7e6,227.8,Ne8,-177.15,404.95000000000005
2,white,c7e6,227.8,Ne8,-177.15,404.95000000000005
2,black,h3g2,-563.1,fxe4,-556.25,-6.850000000000023
2,black,h3g2,-563.1,fxe4,-556.25,-6.850000000000023
2,black,h3g2,-563.1,fxe4,-556.25,-6.850000000000023
2,white,g2g3,-431.6,b3,-590.3,158.69999999999993
2,black,h3g2,-734.4,Bf5,-636.4,-98.0
2,white,g2g3,-477.4,Ng7,-568.35,90.95000000000005
2,black,h3g2,-675.6,Rh8,-467.85,-207.75
2,white,g7f5,-201.3,Ne6,-357.95,156.64999999999998
2,black,f5e6,-528.9,Bxc5,-44.6,-484.29999999999995
2,white,e6d8,443.5,Nf8,4948.85,-4505.35
2,black,h3g2,-1190.3,Rxf8,-906.75,-283.54999999999995
2,white,g2g3,-617.6,Rg1,-830.95,213.35000000000002
2,black,d8d4,-819.7,Qe7,-710.95,-108.75
2,white,c1a3,-595.9,Qf3,-865.35,269.45000000000005
2,black,e4f3,-1199.7,Qg5,-983.6,-216.10000000000002
2,white,f3g3,-730.7,Qh5,-908.35,177.64999999999998
2,black,c5f2,-1097.7,Qxg2,-917.35,-180.35000000000002
2,white,h5f5,-688.5,Qh7+,-796.3,107.79999999999995
2,black,f7f6,-864.6,Ke8,-3.05,-861.5500000000001
2,white,g1f1,-1223.7,Qg7,9389.15,-10612.85
2,black,g2g1,-19999.0,Rf6,-10523.8,-9475.2
2,white,g1f1,-921.6,Qh8+,9542.85,-10464.45
2,black,g6h8,-19993.9,Nf8,-10375.2,-9618.7
2,white,h8h5,-974.4,Qh5+,-957.6,-16.799999999999955
2,black,f8g6,-968.5,Ng6,-956.0,-12.5
2,white,g1g2,-951.7,Qh8+,9528.0,-10479.7
2,black,g6h8,-18118.1,Ke7,-9687.45,-8430.649999999998
2,white,g1f1,-1171.5,Qg8,9415.25,-10586.75
2,white,g1f1,-1171.5,Qg8,9415.25,-10586.75
2,white,g1f1,-1171.5,Qg8,9415.25,-10586.75
2,black,g2g1,-19999.0,a5,-10605.5,-9393.5
2,white,g1f1,-1203.3,Qxc8,9399.35,-10602.65
2,black,g2g1,-19999.0,Qg4,-9804.2,-10194.8
2,white,c8c7,427.5,Qf8+,-124.15,551.65
2,black,f6f8,-687.0,Kxf8,-678.9,-8.100000000000023
2,white,g1g4,-667.2,Rxg4,-664.0,-3.2000000000000455
2,black,f5g4,-656.1,Rf7,-328.3,-327.8
2,white,g4g3,2.4,Rxg6,-108.35,110.75
2,black,f5g6,-217.5,Rf6,347.6,-565.1
2,white,g6f6,914.3,Rg8+,226.8,687.5
2,black,f8g8,-454.2,Kf7,-29.95,-424.25
2,white,g8g1,395.2,Rh8,204.7,190.5
2,white,g8g1,395.2,Rh8,204.7,190.5
2,white,g8g1,395.2,Rh8,204.7,190.5
2,black,f6g6,8.3,Be3,356.8,-348.5
2,white,d2e3,695.7,Rxh7+,504.95,190.75000000000006
2,black,f5h7,308.0,Bxh7,311.55,-3.5500000000000114
2,white,d2e3,316.1,d4,-173.9,490.0
2,black,e3f2,-661.0,Bxd4,-626.55,-34.450000000000045
2,white,c1g5,-622.4,Bd2,-641.25,18.850000000000023
2,white,c1g5,-622.4,Bd2,-641.25,18.850000000000023
2,white,c1g5,-622.4,Bd2,-641.25,18.850000000000023
2,black,d4a1,-665.5,Be3,-120.05,-545.45
2,black,d4a1,-665.5,Be3,-120.05,-545.45
2,black,d4a1,-665.5,Be3,-120.05,-545.45
2,white,d2e3,427.3,Bc3,-55.15,482.45
2,black,e3f2,-550.1,Bf5,-144.05,-406.05
2,white,f2e3,254.6,Bxe5,146.05,108.54999999999998
2,black,e3g5,40.6,Bxe6,225.05,-184.45000000000002
2,white,e5f6,386.1,Bd4,-176.9,563.0
2,black,e3d4,-740.9,Rxf2,-434.65,-306.25
2,white,d4e3,-134.3,Bh8,-442.95,308.65
2,black,f2h2,-753.6,Bf5,-677.65,-75.95000000000005
2,white,b1a3,-601.1,Bd4,-718.7,117.60000000000002
2,black,e3d4,-758.6,Rf1+,-391.95,-366.65000000000003
2,white,e1f1,-23.7,Ke2,-344.25,320.55
2,black,e3d4,-659.5,Bf4,-136.0,-523.5
2,white,e2f1,388.3,Bh8,3889.1,-3500.7999999999997
2,white,e2f1,388.3,Bh8,3889.1,-3500.7999999999997
2,white,e2f1,388.3,Bh8,3889.1,-3500.7999999999997
2,black,f1h1,-19989.0,Bh7,-9811.4,-10177.6
2,white,e2f1,375.9,Bd4,-118.55,494.45
2,white,e2f1,375.9,Bd4,-118.55,494.45
2,white,e2f1,375.9,Bd4,-118.55,494.45
2,black,f1h1,-568.5,Rf3,-276.4,-292.1
2,white,b1d2,10.4,Bh8,-197.55,207.95000000000002
2,white,b1d2,10.4,Bh8,-197.55,207.95000000000002
2,white,b1d2,10.4,Bh8,-197.55,207.95000000000002
2,black,f4h2,-418.3,Rg3,-8.45,-409.85
2,black,f4h2,-418.3,Rg3,-8.45,-409.85
2,black,f4h2,-418.3,Rg3,-8.45,-409.85
2,white,h2g3,406.6,Bd4,-134.15,540.75
2,black,g3g2,-689.4,Rg1,-131.1,-558.3
2,white,d4g1,455.8,Bh8,-130.45,586.25
2,white,d4g1,455.8,Bh8,-130.45,586.25
2,white,d4g1,455.8,Bh8,-130.45,586.25
2,black,g1g2,-759.9,Kg6,-632.25,-127.64999999999998
2,white,b1c3,-510.8,Bd4,-538.75,27.94999999999999
2,white,b1c3,-510.8,Bd4,-538.75,27.94999999999999
2,white,b1c3,-510.8,Bd4,-538.75,27.94999999999999
2,black,g1h1,-599.9,Rg2+,-597.9,-2.0
2,white,e2f1,-580.2,Kf1,-582.0,1.7999999999999545
2,white,e2f1,-580.2,Kf1,-582.0,1.7999999999999545
2,white,e2f1,-580.2,Kf1,-582.0,1.7999999999999545
2,black,g2h2,-572.3,Rxh2,-581.55,9.25
2,black,g2h2,-572.3,Rxh2,-581.55,9.25
2,black,g2h2,-572.3,Rxh2,-581.55,9.25
2,black,g2h2,-572.3,Rxh2,-581.55,9.25
3,white,e2e4,31.7,e4,32.25,-0.5500000000000007
3,black,e7e5,31.6,e5,33.0,-1.3999999999999986
3,white,g1f3,29.6,Nf3,30.1,-0.5
3,black,g8f6,43.3,Nc6,36.2,7.099999999999994
3,white,f1c4,14.9,Nxe5,-139.15,154.05
3,black,c6e5,-294.3,Nxe5,-291.3,-3.0
3,white,d2d4,-301.7,Nc3,-302.15,0.44999999999998863
3,black,e5g6,-308.6,Nf3+,-25.65,-282.95000000000005
3,white,d1f3,252.8,Qxf3,259.3,-6.5
3,black,c7c6,263.2,Be7,290.9,-27.69999999999999
3,white,f1c4,320.8,Qxf7+,-127.15,447.95000000000005
3,white,f1c4,320.8,Qxf7+,-127.15,447.95000000000005
3,white,f1c4,320.8,Qxf7+,-127.15,447.95000000000005
3,black,e8f7,-583.5,Kxf7,-584.15,0.6499999999999773
3,white,f1c4,-586.1,Nd5,-609.1,23.0
3,white,f1c4,-586.1,Nd5,-609.1,23.0
3,white,f1c4,-586.1,Nd5,-609.1,23.0
3,black,d7d6,-634.3,c6,-648.95,14.650000000000091
3,white,d5e7,-662.3,Nxe7,-660.5,-1.7999999999999545
3,black,d8e7,-646.4,Nxf6,-574.3,-72.10000000000002
3,white,e7c8,-503.6,Rg1,-627.0,123.39999999999998
3,black,d8e7,-743.1,Qxe7,-740.9,-2.2000000000000455
3,white,g2g4,-929.3,Rh1,-934.15,4.850000000000023
3,black,e7e4,-806.0,Rg8,-763.6,-42.39999999999998
3,white,d2d3,-715.5,Rg1,-790.7,75.20000000000005
3,black,e7e4,-836.4,Rh8,-790.7,-45.69999999999993
3,white,d2d3,-742.5,Rh1,-826.25,83.75
3,black,e7e4,-832.6,Rg8,-766.8,-65.80000000000007
3,white,d2d4,-681.5,Rg1,-780.25,98.75
3,black,e7e4,-862.5,Rh8,-803.85,-58.64999999999998
3,white,d2d3,-752.0,Rh1,-858.15,106.14999999999998
3,black,e7e4,-821.3,Rg8,-758.1,-63.19999999999993
3,white,f1e2,-712.2,Rg1,-773.75,61.549999999999955
3,black,e7e4,-840.1,Rh8,-791.8,-48.30000000000007
3,white,d2d3,-736.4,Rh1,-818.1,81.70000000000005
3,black,e7e4,-801.1,Rg8,-759.25,-41.85000000000002
3,white,d2d3,-709.5,Rg1,-782.95,73.45000000000005
3,black,f7e8,-737.8,Rh8,-737.85,0.05000000000006821
3,black,f7e8,-737.8,Rh8,-737.85,0.05000000000006821
3,black,f7e8,-737.8,Rh8,-737.85,0.05000000000006821
3,black,f7e8,-737.8,Rh8,-737.85,0.05000000000006821
4,white,e2e4,31.4,e4,31.1,0.29999999999999716
4,black,e7e5,32.4,e5,31.6,0.7999999999999972
4,white,g1f3,33.2,Nf3,32.15,1.0500000000000043
4,black,b8c6,29.0,Nc6,30.25,-1.25
4,white,f1b5,27.1,Nxe5,-134.2,161.29999999999998
4,white,f1b5,27.1,Nxe5,-134.2,161.29999999999998
4,white,f1b5,27.1,Nxe5,-134.2,161.29999999999998
4,black,c6e5,-295.8,Ba3,134.45,-430.25
4,white,e5c6,569.8,Nc4,395.9,173.89999999999998
4,white,e5c6,569.8,Nc4,395.9,173.89999999999998
4,white,e5c6,569.8,Nc4,395.9,173.89999999999998
4,black,a3e7,218.0,Qg5,395.35,-177.35000000000002
4,white,b1a3,565.9,Nxe3,399.25,166.64999999999998
4,black,a3c5,232.7,Nge7,398.1,-165.40000000000003
4,white,h2h4,545.6,Nf5,334.35,211.25
4,white,h2h4,545.6,Nf5,334.35,211.25
4,white,h2h4,545.6,Nf5,334.35,211.25
4,black,e7f5,126.3,b5,278.2,-151.89999999999998
4,white,d2d4,423.8,Nxe7,287.15,136.65000000000003
4,black,a3e7,160.7,Nxe7,351.2,-190.5
4,white,b1a3,532.3,Bc4,99.85,432.44999999999993
4,black,g5g2,-320.2,Bd6,-130.9,-189.29999999999998
4,white,c4f1,51.6,Bxf7+,-130.8,182.4
4,white,c4f1,51.6,Bxf7+,-130.8,182.4
4,white,c4f1,51.6,Bxf7+,-130.8,182.4
4,black,e8f7,-322.7,Kxf7,-322.0,-0.6999999999999886
4,white,g2g3,-334.9,Rg1,-364.0,29.100000000000023
4,black,h8f8,-397.0,Bg3,-69.5,-327.5
4,white,h2g3,262.2,Qh5+,-266.4,528.5999999999999
4,black,g5h5,-792.8,Qxh5,-789.7,-3.099999999999909
4,black,g5h5,-792.8,Qxh5,-789.7,-3.099999999999909
4,black,g5h5,-792.8,Qxh5,-789.7,-3.099999999999909
4,white,f2g3,-880.6,Nc3,-871.2,-9.399999999999977
4,black,g3d6,-852.3,Ng6,-785.45,-66.84999999999991
4,white,f2g3,-735.1,Nd5,-811.45,76.35000000000002
4,black,h5h2,-865.4,Bd6,-882.0,16.600000000000023
4,white,h2h3,-948.8,Ne7,-974.35,25.550000000000068
4,white,h2h3,-948.8,Ne7,-974.35,25.550000000000068
4,white,h2h3,-948.8,Ne7,-974.35,25.550000000000068
4,black,g6e7,-1003.6,a6,-930.15,-73.45000000000005
4,white,e7f5,-858.7,Ng8,-944.2,85.5
4,black,h8g8,-1033.0,Rxg8,-1031.3,-1.7000000000000455
4,white,d2d4,-1035.7,Rh1,-1123.75,88.04999999999995
4,black,g6h4,-1075.6,Nh4,-1072.8,-2.7999999999999545
4,black,g6h4,-1075.6,Nh4,-1072.8,-2.7999999999999545
4,black,g6h4,-1075.6,Nh4,-1072.8,-2.7999999999999545
4,white,h1g1,-1096.5,Rb1,9453.75,-10550.25
4,black,h4g2,-19997.0,Rh8,-10543.8,-9453.2
4,black,h4g2,-19997.0,Rh8,-10543.8,-9453.2
4,black,h4g2,-19997.0,Rh8,-10543.8,-9453.2
4,white,h1g1,-1093.8,Ra1,9455.1,-10548.9
4,black,h4g2,-19997.0,Bf4,-10540.85,-9456.15
4,black,h4g2,-19997.0,Bf4,-10540.85,-9456.15
4,black,h4g2,-19997.0,Bf4,-10540.85,-9456.15
4,white,h1g1,-1101.2,Rb1,9452.9,-10554.1
4,black,h4g2,-1147.0,Qe2+,-905.3,-241.70000000000005
4,white,e1e2,-668.4,Kxe2,-672.65,4.25
4,black,c8b7,-654.9,Bxd6,-653.3,-1.6000000000000227
4,white,d2d3,-654.8,Ke1,-704.8,50.0
4,black,h4g2,-760.4,Bg3,-491.6,-268.79999999999995
4,white,h2g3,-217.2,Rg1,-446.35,229.15000000000003
4,black,g3e5,-672.1,Ng6,-488.45,-183.65000000000003
4,white,h2g3,-303.9,h4,-510.25,206.35000000000002
4,black,g3h4,-727.9,Rg8,-582.05,-145.85000000000002
4,white,f2g3,-433.9,Rh1,-555.5,121.60000000000002
4,black,g3e5,-633.9,Bd6,-632.9,-1.0
4,white,h4h5,-635.5,Rh3,-658.15,22.649999999999977
4,black,g8e8,-680.9,Rf8,-675.7,-5.199999999999932
4,white,h3f3,-666.9,Rg3,-700.95,34.05000000000007
4,black,f7g8,-739.4,Rh8,-685.85,-53.549999999999955
4,white,g3f3,-624.7,Rg5,-654.35,29.649999999999977
4,black,h7h6,-687.0,Rg8,-645.4,-41.60000000000002
4,white,h4h5,-603.5,Rxg6,-680.35,76.85000000000002
4,black,h7g6,-744.0,Rxh8,-572.4,-171.60000000000002
4,white,g6g5,-402.7,Rxg7+,-525.8,123.09999999999997
4,black,f7g7,-647.6,Kf8,-410.45,-237.15000000000003
4,white,g7g5,-175.3,Rg8+,-429.05,253.75
4,black,h8g8,-674.5,Kf7,-84.35,-590.15
4,white,g8h8,502.3,Rxh8,504.7,-2.3999999999999773
4,black,f7g7,504.1,Bf4,572.15,-68.04999999999995
4,white,d2d3,628.3,Rg8,239.0,389.29999999999995
4,black,f7g8,-148.0,Bxd2+,119.35,-267.35
4,white,c1d2,389.3,Ke2,377.2,12.100000000000023
4,black,f7g8,359.5,Bb7,547.6,-188.10000000000002
4,black,f7g8,359.5,Bb7,547.6,-188.10000000000002
4,black,f7g8,359.5,Bb7,547.6,-188.10000000000002
4,white,g8a8,733.6,e5,370.75,362.85
4,black,a8g8,7.8,Rxe8,365.05,-357.25
4,black,a8g8,7.8,Rxe8,365.05,-357.25
4,black,a8g8,7.8,Rxe8,365.05,-357.25
4,white,g8e8,720.8,a3,360.65,360.15
4,white,g8e8,720.8,a3,360.65,360.15
4,white,g8e8,720.8,a3,360.65,360.15
4,black,e8e5,3.3,Re6,228.5,-225.2
4,black,e8e5,3.3,Re6,228.5,-225.2
4,black,e8e5,3.3,Re6,228.5,-225.2
4,white,g8g3,457.8,g3,249.45,208.35000000000002
4,black,e6e5,44.3,Bg2,234.4,-190.10000000000002
4,white,g8g4,444.6,Rh8,385.65,58.950000000000045
4,white,g8g4,444.6,Rh8,385.65,58.950000000000045
4,white,g8g4,444.6,Rh8,385.65,58.950000000000045
4,black,d2c1,363.0,Rf6,595.5,-232.5
4,white,e5f6,855.6,Rxh7+,849.45,6.149999999999977
4,black,f7g6,803.8,Kg6,799.75,4.0499999999999545
4,white,h7g7,798.8,Rh8,755.5,43.299999999999955
4,black,g2f3,718.7,Rxf2+,806.85,-88.14999999999998
4,white,e2f2,902.6,Kd3,664.6,238.0
4,black,g6g7,442.7,Bh6,588.65,-145.95
4,white,h8h6,733.6,Rg8+,557.7,175.89999999999998
4,white,h8h6,733.6,Rg8+,557.7,175.89999999999998
4,white,h8h6,733.6,Rg8+,557.7,175.89999999999998
4,black,g6f7,369.9,Kh7,393.4,-23.5
4,white,g8d8,432.3,Rh8+,248.45,183.85000000000002
4,black,h7h8,51.3,Kg6,387.9,-336.59999999999997
4,white,h8h6,736.5,Rxh6+,730.35,6.149999999999977
4,white,h8h6,736.5,Rxh6+,730.35,6.149999999999977
4,white,h8h6,736.5,Rxh6+,730.35,6.149999999999977
4,black,g6g7,738.8,Kf5,808.8,-70.0
4,black,g6g7,738.8,Kf5,808.8,-70.0
4,black,g6g7,738.8,Kf5,808.8,-70.0
4,white,h6f6,888.0,g4+,797.55,90.45000000000005
4,black,f5e5,697.8,Kxe5,698.0,-0.20000000000004547
4,black,f5e5,697.8,Kxe5,698.0,-0.20000000000004547
4,black,f5e5,697.8,Kxe5,698.0,-0.20000000000004547
